max_movs,max_stay,cases,week,download_mbps_fixed,rwi_weight,gdp_per_capita,popDANE,pop_density,pop60plus_ratio,tests_unique_dev_fixed
41.3358,47.3048,0,6,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
37.409400000000005,44.3192,1,7,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
33.9252,42.094,1,8,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
28.2798,40.47539999999999,2,9,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
23.9012,39.3346,0,10,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
24.458600000000004,39.2668,0,11,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
20.9114,36.4446,0,12,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
17.5722,36.6098,1,13,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
14.8346,33.6032,0,14,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
15.8358,33.7306,0,15,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
14.1696,34.12160000000001,1,16,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
13.5944,34.18439999999999,3,17,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
13.1298,34.4134,9,18,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
10.161,33.3712,5,19,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
12.0472,35.90619999999999,3,20,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
13.6756,35.148799999999994,6,21,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
13.597600000000002,35.484,3,22,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
12.0138,34.248999999999995,7,23,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
9.1574,38.6556,13,24,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
7.899000000000001,35.901,12,25,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
8.405999999999999,34.3222,26,26,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
12.974799999999998,37.0014,12,27,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
12.7886,36.8642,8,28,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
7.833399999999998,35.8662,9,29,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
7.6862,36.0294,11,30,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
2.7978000000000005,34.4618,22,31,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
4.76,36.3656,10,32,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
11.187,36.7788,9,33,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
10.592199999999998,35.0254,5,34,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
-4.5044,35.2932,5,35,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
6.6582,37.2098,4,36,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
-1.461,36.4432,4,37,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
3.8842,35.737199999999994,5,38,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
1.6596,36.7188,2,39,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
-1.9076,37.617,3,40,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
-1.1093999999999995,36.5842,5,41,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
-4.5024,36.3036,8,42,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1
-21.9708,25.6332,0,0,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
-7.104999999999999,24.1344,0,1,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
-7.3252000000000015,28.6566,0,2,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
48.378,48.82920000000001,0,3,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
48.3478,48.718,0,4,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
44.8046,45.32959999999999,0,5,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
43.6796,43.4646,0,6,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
39.9952,41.65839999999999,0,7,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
32.6844,38.4208,0,8,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
24.8346,37.958400000000005,0,9,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
21.6804,37.4918,0,10,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
28.2902,35.35419999999999,0,11,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
24.6458,34.1572,1,12,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
23.01,33.995200000000004,0,13,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
14.1906,32.6652,0,14,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
17.794000000000004,30.7558,0,15,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
13.7662,29.566,0,16,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
7.6698,28.0958,5,17,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
5.065,27.89240000000001,18,18,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
8.8116,28.875799999999995,23,19,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
10.819399999999998,31.6448,20,20,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
2.724,28.3692,11,21,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
0.1540000000000001,28.6902,29,22,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
0.8107999999999995,29.166600000000003,11,23,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
9.145600000000002,30.115400000000005,9,24,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
4.303799999999999,27.2156,17,25,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
-2.2605999999999997,26.394,10,26,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
-10.827799999999998,25.645200000000003,8,27,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
-5.259,25.1762,11,28,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
-7.5318,22.9086,7,29,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
-9.2014,24.4596,10,30,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
-17.565199999999997,23.005,5,31,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
-8.689,24.4002,4,32,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
-12.637200000000002,25.8258,7,33,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
-8.5362,26.8744,2,34,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
-12.1584,25.8304,5,35,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
-24.4312,26.3514,3,36,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
-29.6034,25.85879999999999,8,37,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
-22.4418,25.304800000000004,5,38,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
-27.8198,26.931399999999996,3,39,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
-28.7914,22.4156,4,40,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
-30.869000000000003,23.135,1,41,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
-31.184800000000003,20.0414,4,42,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1
-2.2758000000000003,15.156999999999998,0,0,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
1.0678,16.4792,1,1,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
19.1602,28.0488,6,2,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
67.0172,64.6742,4,3,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
64.141,61.621,3,4,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
64.84620000000001,62.1788,0,5,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
61.0698,59.31840000000002,0,6,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
58.6084,56.9204,5,7,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
55.03500000000001,54.11560000000001,6,8,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
47.8914,48.150200000000005,3,9,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
45.4878,46.531400000000005,5,10,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
42.2542,43.668800000000005,8,11,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
41.1852,43.019200000000005,11,12,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
33.421,38.7604,16,13,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
31.569600000000005,37.625,25,14,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
31.6744,37.93719999999999,47,15,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
30.4056,36.8828,93,16,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
26.471799999999995,34.5908,120,17,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
22.85,32.613800000000005,184,18,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
21.798,32.3508,251,19,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
27.3074,35.5166,248,20,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
19.6164,31.241200000000003,324,21,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
20.8244,32.7756,419,22,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
19.4378,31.1796,552,23,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
22.4578,33.566599999999994,731,24,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
18.025600000000004,31.25060000000001,958,25,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
14.6812,29.479,663,26,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
14.5198,29.2586,669,27,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
14.047,28.59200000000001,690,28,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
14.165,28.5366,672,29,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
10.262600000000004,27.295,682,30,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
9.8132,26.7238,616,31,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
12.1426,27.953,507,32,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
12.189800000000002,27.8312,712,33,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
10.5132,26.9386,567,34,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
5.185,26.704199999999997,432,35,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
3.845999999999999,26.491000000000003,408,36,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
4.218,27.2096,315,37,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
-0.4236000000000001,24.296,411,38,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
-6.5788,22.751800000000003,373,39,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
-5.222800000000001,23.0564,529,40,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
-9.586000000000002,21.6292,748,41,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
-10.389799999999996,21.3084,777,42,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1
-6.514600000000001,17.7288,0,0,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
-6.894400000000001,17.6906,0,1,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
15.112399999999996,25.5958,0,2,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
57.7914,47.976400000000005,0,3,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
57.653200000000005,45.7658,0,4,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
59.82320000000001,46.7678,1,5,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
55.693000000000005,43.52419999999999,0,6,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
55.156000000000006,42.478,2,7,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
50.4342,39.6462,1,8,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
44.1092,36.0736,2,9,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
39.795,34.0856,2,10,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
37.57,32.9316,8,11,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
37.315,33.194,22,12,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
30.6366,31.121600000000004,14,13,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
27.803,30.384599999999995,11,14,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
27.1382,30.2958,7,15,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
27.912400000000005,29.9952,19,16,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
26.1714,29.508199999999995,42,17,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
25.3082,29.0102,35,18,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
20.9752,28.9506,36,19,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
25.9544,29.7108,28,20,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
21.3606,28.2132,37,21,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
22.9282,27.8084,29,22,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
19.381,27.2926,12,23,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
22.4446,28.2038,30,24,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
16.0872,27.72180000000001,16,25,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
16.105,27.008,17,26,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
17.038999999999998,28.617,9,27,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
13.4686,26.832,9,28,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
15.2782,26.1664,11,29,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
12.959599999999998,25.591600000000003,10,30,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
13.711199999999998,25.1598,7,31,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
14.866600000000002,26.3924,7,32,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
14.3578,26.234800000000003,5,33,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
12.1812,26.2332,10,34,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
9.5682,24.6906,8,35,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
9.753799999999998,24.7468,13,36,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
11.896999999999998,26.3386,1,37,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
7.291600000000001,23.8646,5,38,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
2.2448,22.7808,4,39,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
4.9834,23.8244,8,40,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
1.27,22.557,7,41,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
1.7045999999999994,21.3902,18,42,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1
-4.0948,16.905399999999997,0,0,-1,0.4065503024637754,4410.272924885275,111789.0,191.416476619398,0.0832049913581325,-1
-5.479799999999999,17.0934,0,1,-1,0.4065503024637754,4410.272924885275,111789.0,191.416476619398,0.0832049913581325,-1
12.0734,24.0412,0,2,-1,0.4065503024637754,4410.272924885275,111789.0,191.416476619398,0.0832049913581325,-1
52.28360000000001,49.921800000000005,1,3,-1,0.4065503024637754,4410.272924885275,111789.0,191.416476619398,0.0832049913581325,-1
50.8314,47.3026,0,4,-1,0.4065503024637754,4410.272924885275,111789.0,191.416476619398,0.0832049913581325,-1
51.8548,48.05819999999999,0,5,-1,0.4065503024637754,4410.272924885275,111789.0,191.416476619398,0.0832049913581325,-1
49.08819999999999,46.1254,0,6,-1,0.4065503024637754,4410.272924885275,111789.0,191.416476619398,0.0832049913581325,-1
46.018600000000006,43.29880000000001,0,7,-1,0.4065503024637754,4410.272924885275,111789.0,191.416476619398,0.0832049913581325,-1
42.1948,40.2924,0,8,-1,0.4065503024637754,4410.272924885275,111789.0,191.416476619398,0.0832049913581325,-1
35.1528,36.1186,0,9,-1,0.4065503024637754,4410.272924885275,111789.0,191.416476619398,0.0832049913581325,-1
