max_movs,max_stay,cases,week,download_mbps_fixed,rwi_weight,gdp_per_capita,popDANE,pop_density,pop60plus_ratio
-0.903462813316762,-2.148815818864945,-0.5537983984116063,0,-1.5269694760933443,0.2232950571335306,-0.3225262531769434,0.2380990569732226,-0.3024665256454613,-0.8099422580130354
-0.7757635660335812,-2.125119955331357,-0.5537983984116063,1,-1.5269694760933443,0.2232950571335306,-0.3225262531769434,0.2380990569732226,-0.3024665256454613,-0.8099422580130354
-0.7226779808934095,-1.947517446433937,-0.5537983984116063,2,-1.5269694760933443,0.2232950571335306,-0.3225262531769434,0.2380990569732226,-0.3024665256454613,-0.8099422580130354
0.7201725107811094,-0.5061990768627044,-0.5537983984116063,3,-1.5269694760933443,0.2232950571335306,-0.3225262531769434,0.2380990569732226,-0.3024665256454613,-0.8099422580130354
1.0301258052214848,-0.080944088943546,-0.5537983984116063,4,-1.5269694760933443,0.2232950571335306,-0.3225262531769434,0.2380990569732226,-0.3024665256454613,-0.8099422580130354
1.1440409614947926,0.1911242351668671,-0.5050818995626856,5,-1.5269694760933443,0.2232950571335306,-0.3225262531769434,0.2380990569732226,-0.3024665256454613,-0.8099422580130354
0.901844993772825,-0.2147336026211308,-0.1884246570447007,6,-1.5269694760933443,0.2232950571335306,-0.3225262531769434,0.2380990569732226,-0.3024665256454613,-0.8099422580130354
0.9810601548391892,-0.1409566691528333,2.564057527919321,7,-1.5269694760933443,0.2232950571335306,-0.3225262531769434,0.2380990569732226,-0.3024665256454613,-0.8099422580130354
1.141704501952778,0.1335045348318394,7.874155902451681,8,-1.5269694760933443,0.2232950571335306,-0.3225262531769434,0.2380990569732226,-0.3024665256454613,-0.8099422580130354
1.2010648583520709,0.3353111295370264,11.990700055185483,9,-1.5269694760933443,0.2232950571335306,-0.3225262531769434,0.2380990569732226,-0.3024665256454613,-0.8099422580130354
1.221603255985583,0.396001339445218,11.503535066696276,10,-1.5269694760933443,0.2232950571335306,-0.3225262531769434,0.2380990569732226,-0.3024665256454613,-0.8099422580130354
1.1501116751519904,0.3474025844768647,10.115114849502037,11,-1.5269694760933443,0.2232950571335306,-0.3225262531769434,0.2380990569732226,-0.3024665256454613,-0.8099422580130354
1.0597345632604585,0.1795410025012073,2.3935497819480984,12,-1.5269694760933443,0.2232950571335306,-0.3225262531769434,0.2380990569732226,-0.3024665256454613,-0.8099422580130354
