max_movs,max_stay,cases,week,download_mbps_fixed,rwi_weight,gdp_per_capita,pop2020,pop_density,pop60plus_ratio
-1.6431051270570012,-1.7416597099708797,-0.5846497756852684,0,-0.6075063600108624,-0.3146918797320975,-0.337914791890984,1.086697904444795,-0.5019643814010016,-0.3577861175451842
-1.4821324662020217,-1.685071519035822,-0.5846497756852684,1,-0.6075063600108624,-0.3146918797320975,-0.337914791890984,1.086697904444795,-0.5019643814010016,-0.3577861175451842
-0.312729804068151,-0.9493372215620486,-0.5846497756852684,2,-0.6075063600108624,-0.3146918797320975,-0.337914791890984,1.086697904444795,-0.5019643814010016,-0.3577861175451842
1.5074263238499517,1.2587262609759131,-0.5846497756852684,3,-0.6075063600108624,-0.3146918797320975,-0.337914791890984,1.086697904444795,-0.5019643814010016,-0.3577861175451842
1.2671263195301865,0.7384556278073184,-0.5846497756852684,4,-0.6075063600108624,-0.3146918797320975,-0.337914791890984,1.086697904444795,-0.5019643814010016,-0.3577861175451842
1.4539408468985762,1.0809704942305003,-0.5846497756852684,5,-0.6075063600108624,-0.3146918797320975,-0.337914791890984,1.086697904444795,-0.5019643814010016,-0.3577861175451842
1.2728757046377532,0.951513152398624,-0.5596329222796316,6,-0.6075063600108624,-0.3146918797320975,-0.337914791890984,1.086697904444795,-0.5019643814010016,-0.3577861175451842
1.339378275336188,1.0958112829766604,-0.5346160688739946,7,-0.6075063600108624,-0.3146918797320975,-0.337914791890984,1.086697904444795,-0.5019643814010016,-0.3577861175451842
1.1159721508483402,0.69691898238168,-0.5346160688739946,8,-0.6075063600108624,-0.3146918797320975,-0.337914791890984,1.086697904444795,-0.5019643814010016,-0.3577861175451842
1.122237765956762,0.7808528633496004,-0.4845823620627209,9,-0.6075063600108624,-0.3146918797320975,-0.337914791890984,1.086697904444795,-0.5019643814010016,-0.3577861175451842
1.2619943859922704,0.9787007748590416,-0.3094643882232628,10,-0.6075063600108624,-0.3146918797320975,-0.337914791890984,1.086697904444795,-0.5019643814010016,-0.3577861175451842
1.0825285445184112,0.7475357316910636,-0.084312707572531,11,-0.6075063600108624,-0.3146918797320975,-0.337914791890984,1.086697904444795,-0.5019643814010016,-0.3577861175451842
0.9909027804450116,0.613529556385511,-0.2594306814119891,12,-0.6075063600108624,-0.3146918797320975,-0.337914791890984,1.086697904444795,-0.5019643814010016,-0.3577861175451842
1.1016695431775807,0.8201589996974145,-0.2594306814119891,13,-0.6075063600108624,-0.3146918797320975,-0.337914791890984,1.086697904444795,-0.5019643814010016,-0.3577861175451842
0.5360130502794591,0.1861850927505564,-0.3094643882232628,14,-0.6075063600108624,-0.3146918797320975,-0.337914791890984,1.086697904444795,-0.5019643814010016,-0.3577861175451842
0.2120028085660777,-0.0854979381539757,-0.0092621473556204,15,-0.6075063600108624,-0.3146918797320975,-0.337914791890984,1.086697904444795,-0.5019643814010016,-0.3577861175451842
-0.0105935433714093,-0.2483953530896246,-0.2093969746007153,16,-0.6075063600108624,-0.3146918797320975,-0.337914791890984,1.086697904444795,-0.5019643814010016,-0.3577861175451842
0.0648064032241225,-0.1692737515494528,0.2158895332951113,17,-0.6075063600108624,-0.3146918797320975,-0.337914791890984,1.086697904444795,-0.5019643814010016,-0.3577861175451842
0.162475094954595,-0.0521456803682298,0.2409063867007483,18,-0.6075063600108624,-0.3146918797320975,-0.337914791890984,1.086697904444795,-0.5019643814010016,-0.3577861175451842
0.0439041492679171,-0.1246986961201613,1.1665299627093124,19,-0.6075063600108624,-0.3146918797320975,-0.337914791890984,1.086697904444795,-0.5019643814010016,-0.3577861175451842
-0.0126584633748311,-0.2272318614456946,0.6912097480022119,20,-0.6075063600108624,-0.3146918797320975,-0.337914791890984,1.086697904444795,-0.5019643814010016,-0.3577861175451842
