max_movs,max_stay,cases,week,download_mbps_fixed,rwi_weight,gdp_per_capita,pop2020,pop_density,pop60plus_ratio
-1.1435021862047463,-1.904165505732848,-0.4146647377024685,0,-0.6744205432240883,-0.4089102204479075,-0.2974575855179222,-0.4532045811434051,-0.1276988093532645,1.2587701527683204
-1.368646523640446,-1.7742315229467258,-0.4146647377024685,1,-0.6744205432240883,-0.4089102204479075,-0.2974575855179222,-0.4532045811434051,-0.1276988093532645,1.2587701527683204
1.1852270914282883,-0.0182928370646855,-0.4146647377024685,2,-0.6744205432240883,-0.4089102204479075,-0.2974575855179222,-0.4532045811434051,-0.1276988093532645,1.2587701527683204
1.8088521672452595,0.3424065608488893,-0.3010357634364777,3,-0.6744205432240883,-0.4089102204479075,-0.2974575855179222,-0.4532045811434051,-0.1276988093532645,1.2587701527683204
1.8516781452592896,0.5723108379672168,-0.3578502505694731,4,-0.6744205432240883,-0.4089102204479075,-0.2974575855179222,-0.4532045811434051,-0.1276988093532645,1.2587701527683204
1.804417646031918,0.4268763710168222,-0.3010357634364777,5,-0.6744205432240883,-0.4089102204479075,-0.2974575855179222,-0.4532045811434051,-0.1276988093532645,1.2587701527683204
1.6196869891909538,0.3770282230794442,-0.3578502505694731,6,-0.6744205432240883,-0.4089102204479075,-0.2974575855179222,-0.4532045811434051,-0.1276988093532645,1.2587701527683204
1.4985485983607585,0.1856990145062966,-0.7555516605004409,7,-0.6744205432240883,-0.4089102204479075,-0.2974575855179222,-0.4532045811434051,-0.1276988093532645,1.2587701527683204
1.3530511361433877,0.0428283902648911,0.721625004957439,8,-0.6744205432240883,-0.4089102204479075,-0.2974575855179222,-0.4532045811434051,-0.1276988093532645,1.2587701527683204
0.9888866116885074,-0.208232482032198,-0.2442212763034824,9,-0.6744205432240883,-0.4089102204479075,-0.2974575855179222,-0.4532045811434051,-0.1276988093532645,1.2587701527683204
0.7188016865861188,-0.4323827915440904,-0.3010357634364777,10,-0.6744205432240883,-0.4089102204479075,-0.2974575855179222,-0.4532045811434051,-0.1276988093532645,1.2587701527683204
0.5379101754252243,-0.6842852305319167,-0.1305923020374916,11,-0.6744205432240883,-0.4089102204479075,-0.2974575855179222,-0.4532045811434051,-0.1276988093532645,1.2587701527683204
0.4606858627215918,-0.6173317503223484,-0.187406789170487,12,-0.6744205432240883,-0.4089102204479075,-0.2974575855179222,-0.4532045811434051,-0.1276988093532645,1.2587701527683204
0.1610682581497961,-0.8603683820798514,-0.3010357634364777,13,-0.6744205432240883,-0.4089102204479075,-0.2974575855179222,-0.4532045811434051,-0.1276988093532645,1.2587701527683204
-0.0267727225977471,-0.9097272470574986,-0.3010357634364777,14,-0.6744205432240883,-0.4089102204479075,-0.2974575855179222,-0.4532045811434051,-0.1276988093532645,1.2587701527683204
-0.1124246786258086,-0.8459834630637648,-0.2442212763034824,15,-0.6744205432240883,-0.4089102204479075,-0.2974575855179222,-0.4532045811434051,-0.1276988093532645,1.2587701527683204
-0.1465047953579715,-1.0009687333881054,0.0966656464944898,16,-0.6744205432240883,-0.4089102204479075,-0.2974575855179222,-0.4532045811434051,-0.1276988093532645,1.2587701527683204
-0.1671068418282876,-1.0983947563297105,-0.0737778149044962,17,-0.6744205432240883,-0.4089102204479075,-0.2974575855179222,-0.4532045811434051,-0.1276988093532645,1.2587701527683204
-0.3988619007023946,-1.0784124402543032,0.0398511593614945,18,-0.6744205432240883,-0.4089102204479075,-0.2974575855179222,-0.4532045811434051,-0.1276988093532645,1.2587701527683204
-0.327119148943032,-0.960964958600512,0.1534801336274852,19,-0.6744205432240883,-0.4089102204479075,-0.2974575855179222,-0.4532045811434051,-0.1276988093532645,1.2587701527683204
-0.4593541079019834,-1.0206770510060634,0.4375525692924621,20,-0.6744205432240883,-0.4089102204479075,-0.2974575855179222,-0.4532045811434051,-0.1276988093532645,1.2587701527683204
-0.3118549520813676,-1.012887666287149,1.9147292347503415,21,-0.6744205432240883,-0.4089102204479075,-0.2974575855179222,-0.4532045811434051,-0.1276988093532645,1.2587701527683204
-0.1925848086141996,-0.8172527676683697,2.085172696149328,22,-0.6744205432240883,-0.4089102204479075,-0.2974575855179222,-0.4532045811434051,-0.1276988093532645,1.2587701527683204
-0.2801255421960922,-1.0818765636091972,1.4602133376863788,23,-0.6744205432240883,-0.4089102204479075,-0.2974575855179222,-0.4532045811434051,-0.1276988093532645,1.2587701527683204
