max_movs,cases,download_mbps_fixed,rwi_weight,gdp_per_capita,pop2020,pop_density,pop60plus_ratio,tests_unique_dev_fixed
60.60920000000001,0,-1,0.6377686201431912,5768.7,132187.51184916229,471.4039079515693,0.0834075874170399,-1
54.02279999999999,0,-1,0.3289952333156647,4487.1,46095.10473334968,156.67865917589236,0.0761333605227927,-1
72.514,1,-1,1.314612870254462,11939.9,116055.59212307056,6445.380182411726,0.1125192344988615,-1
68.8064,0,-1,0.7869867692866099,4409.0,56709.12422815408,606.1875864382389,0.0748961400622612,-1
71.515,0,-1,1.5055519856801527,6839.9,47625.71542239153,2705.00296965844,0.099349273476224,-1
70.697,1,-1,0.9607209103640908,6037.7,82185.3060021942,1634.1272948881483,0.0730288353351116,-1
69.60900000000001,4,-1,1.3932813408361302,11996.0,267593.7038338396,3754.611160019506,0.1351933585158782,-1
72.7676,2,-1,0.8459023344193055,7279.2,29119.30870991334,1098.4828560193753,0.0863329025782865,-1
71.036,1,-1,1.1675942271907291,9055.8,182292.870337646,5625.333259698343,0.0901713729097248,-1
68.89359999999999,0,-1,0.7041202241423159,5988.1,199987.31544176195,2944.200030149262,0.0404818389412181,-1
67.0272,0,-1,1.2334424925968377,6595.7,202649.600952888,3075.1906111388857,0.0635893240322531,-1
73.856,0,-1,1.608613874227414,9418.7,69817.77732004161,9153.046625023491,0.0918964449783228,-1
70.4618,0,-1,1.5427636383291192,7581.4,76132.94887521505,9583.561166008118,0.0808943670117704,-1
68.6408,1,-1,1.1735869412126911,7014.0,143177.594518209,4303.901065290073,0.0820199178126749,-1
70.62899999999999,1,-1,1.197389616684411,8474.5,77532.17621618058,3085.0333748592075,0.0779421446542455,-1
58.48039999999999,0,-1,0.5122529446460496,5657.7,53147.1651116355,183.97001214503703,0.0996621670200877,-1
66.2132,2,-1,0.8265546697419852,7176.7,253897.14488036727,595.7368454085048,0.1041703396958724,-1
61.6502,0,-1,0.7392086047677838,6351.8,76348.25778305657,407.1001915442312,0.095174251030684,-1
65.77820000000001,0,-1,0.4077869068522488,3626.8,50914.59626514005,312.730704634994,0.0924035605330172,-1
61.2058,0,-1,0.2548041286315464,5890.6,62308.23957451272,91.05963810011538,0.100581894943531,-1
58.6746,0,-1,0.8084979833353589,7179.9,54304.76019820082,1629.1484816362938,0.0797902208422523,-1
60.000200000000014,0,-1,0.427306627909891,3114.7,57969.94208697953,242.8905162012458,0.0982665415027122,-1
58.2616,0,-1,0.8471295439499607,8398.4,37815.94144993619,3344.319355681537,0.0685822300744115,-1
52.3978,0,-1,0.4761840300518096,6364.7,49007.0604849984,306.83719627093177,0.0849245594575908,-1
63.897000000000006,0,-1,0.5569723971142448,6393.4,44813.678276720006,644.5925159639603,0.0834907981642664,-1
61.2648,0,-1,0.5319246785755368,5390.5,78062.17711402693,408.2730202353503,0.0801436374988807,-1
60.00840000000001,0,-1,0.7319052785014845,7022.5,65923.7894387709,354.03495453000386,0.1047472003473583,-1
53.55079999999999,0,-1,0.2461765728820875,5114.7,61888.94244919212,128.38473775434286,0.0875630205581375,-1
62.6364,0,-1,0.3263125908882132,4016.7,64161.83753879628,254.36085146694708,0.0903409107398944,-1
60.30620000000001,0,-1,0.1621321967186788,5294.0,33788.95440677937,99.54988381338131,0.1053682342797109,-1
62.4024,0,-1,0.2308895581351119,5443.9,27514.40267289813,77.71812673279797,0.0942962053308757,-1
62.3984,1,-1,0.4224462582890832,6567.2,27925.574270480207,236.194106899842,0.1155286952293898,-1
66.1944,0,-1,1.0098919582517625,7418.4,40804.3362190293,1599.6516821841212,0.0990708547812315,-1
73.914,0,-1,1.029987359279414,12455.7,126071.13438981464,1045.6263530086096,0.1034079081155094,-1
65.534,0,-1,0.6693776064235674,4588.2,94900.57405252288,395.2845090520616,0.0731770603321801,-1
68.3444,0,-1,0.8306067953923238,5469.5,57309.13120446457,423.3519359043072,0.0920682593350665,-1
72.80659999999999,0,-1,1.3166256892108352,20131.1,40891.58824977564,1634.4304256260868,0.1210286883886725,-1
71.9112,0,-1,0.8461090910086178,4412.7,29266.945321763225,1234.4081697981962,0.0696188923920552,-1
63.7354,0,-1,0.7977932674964917,5153.9,80352.42924432267,893.7406848804987,0.0755046594988746,-1
70.3714,0,-1,0.9415228942115924,6110.1,149934.15850274818,2062.313841362699,0.0586047353101257,-1
60.56,0,-1,0.5546815296043808,4366.3,33539.31957631524,268.65729384058,0.0789116180183036,-1
60.45839999999999,0,-1,0.2925370360609249,3857.4,51384.386728992366,300.1677257586151,0.0853547854162743,-1
61.0262,0,-1,0.6122979303044199,5053.6,66755.30898530147,251.40055316676796,0.0960758873636877,-1
66.173,0,-1,0.5538115229072206,6415.6,42942.288831841855,595.3673362003393,0.0674903432685912,-1
60.1906,0,-1,0.3826632044418431,7174.0,30679.457663033827,195.99024310522316,0.117059940317239,-1
57.6916,0,-1,0.3580410031517655,4234.8,47595.356563813286,210.0865207972373,0.0969150741798841,-1
58.6602,1,-1,0.4504991144798979,6753.6,20019.38218086604,150.5185401944949,0.1207205565669185,-1
62.3434,1,-1,0.7314132570701473,6956.8,223973.37429265125,334.0440393585975,0.0972568670262459,-1
