max_movs,cases,download_mbps_fixed,rwi_weight,gdp_per_capita,popDANE,pop_density,pop60plus_ratio
-1.4434824873595602,19.7840185399445,-1.5250754758370015,0.2230173844162171,-0.3221262027399607,0.2378037271169337,-0.3020913566024214,-0.8089376335799733
-1.3665970007490686,-0.0660238367693154,-0.8195701361573565,-1.2692689658618026,-0.4422938503820648,-0.0931359828938332,-0.3002416397235833,-0.8019178613122538
-0.6665820048934156,-0.0660238367693154,-0.3195170984862178,-0.9898947859029218,-0.5286533260103993,-0.0099796473336546,-0.2788467860617049,-0.0365428064908916
1.49428042277587,-0.0416546413574207,1.196839993120333,1.1836018520147746,-0.1711730119779984,1.940057479936372,0.2378511484619554,0.0978244086170824
0.6602722944949981,-0.0189227658903332,0.5458837284087432,0.8514309231811228,-0.0362668810707453,0.0924618051223861,0.1577690356564494,-0.7285667682068281
-0.2138016120919447,-0.0484759080825229,0.3498405463183074,0.461857535509882,-0.1116923639296382,0.9843936814152991,-0.1418176390053361,-0.1197325000957857
0.2299593433477996,-0.0660238367693154,-0.2503779325059638,-0.6017946174891705,-0.6343444401047947,0.0028056469071043,-0.2698339086847157,2.034289670942841
0.5513898321539638,-0.0660238367693154,-0.2438868307903327,-0.6918617435420857,-0.6288173972974407,-0.8872840445277387,-0.2559397615255993,1.0798870184558849
-1.2478372111173015,-0.0660238367693154,-0.431116406881563,-1.660436058681255,-0.4443583100505254,-0.5086513785583326,-0.2722526846741033,0.1521365431348224
-1.420458576562146,-0.0660238367693154,-0.148723706555668,-0.8920690679373761,-0.450605953624047,-0.1525581186492426,-0.2281861390628642,0.243066213637451
0.559899172801145,-0.0660238367693154,-0.8843024991380076,-1.1069180012102295,-0.6031677226389838,0.0760459536733709,-0.1765721431978607,-0.3958229742636566
-0.909944510159916,-0.0660238367693154,-0.5686801221394325,-0.4465756286711939,2.1118809895799693,-0.1995919400968135,-0.2124900213474226,2.291752987812772
-0.7241997474226891,-0.0660238367693154,-0.771750368472478,-0.0719738190293011,-0.4774780469884957,-0.3563138608266899,-0.2127977055533023,0.1080837495085165
-0.4525732469275421,-0.0660238367693154,-0.7418555697454432,0.2505301810868047,0.1546866314854329,0.0415342962412741,-0.2955219469028328,0.1610292888304428
-0.2611942341160231,-0.0660238367693154,-0.8475592903440226,0.1705818294247528,2.6394382240912986,0.2402748719110337,-0.2941483145530424,-0.3958011524971432
0.0333170598907493,-0.0660238367693154,0.3927175484766047,0.1117459360862096,-0.4434056382936708,-0.7255454881741044,-0.2929699955626008,-0.4014299796225503
0.4697975440410801,-0.0660238367693154,-0.94165048952473,-0.0767945383627969,-0.5225326664541557,-0.607841504209032,-0.2853124912686088,-0.3187205883995571
-1.2097886334551138,-0.0660238367693154,-0.4917397238220441,-0.9067047106710514,-0.5444650425299938,-0.5021487972548041,-0.2850354268324829,-0.2113382642459874
0.1625338321706866,-0.0489017060012381,-0.2056548371991845,0.8217779102251482,-0.5267004824452562,1.006583666827339,-0.230492783634491,-0.3988415412986204
