max_stay,cases,download_mbps_fixed,rwi_weight,gdp_per_capita,pop2020,pop_density,pop60plus_ratio,tests_unique_dev_fixed
-1.1786892855160047,-0.5536424617469237,-1,-0.3114720486376157,-0.3344573510598109,1.0755791437508324,-0.4968284353290955,-0.3541253593857482,-1
-2.7393841176993754,-0.5536424617469237,-1,-1.124959823459004,-0.7862127079383503,-0.5741657098856564,-0.6386376652205296,-0.7641071476413004,-1
1.5559471993970653,-0.1295277553689403,-1,1.4717273668975817,1.8408490303141305,0.8717682022782656,2.194932007045572,1.2866325250168815,-1
-1.0808438978944033,-0.5536424617469237,-1,0.0816549023500666,-0.8137424312312763,-0.2496577330807464,-0.4360974653084707,-0.8338379746074223,-1
0.8851581976194411,-0.5536424617469237,-1,1.9747714852068168,0.0431334247581443,-0.5230124336024731,0.5095889527230584,0.5443620061268296,-1
0.8973787211356633,0.0452587989660919,-1,0.5393711624452703,-0.2396366651981324,0.3313722724658323,0.0270726775293753,-0.9390809017781812,-1
1.1234381063128716,0.1821130163769177,-1,1.6789856404800447,1.8606239019752464,2.179958435311616,0.9825225026745414,2.564565980595008,-1
0.3226081184140906,2.826992969343676,-1,0.2368725928206253,0.1979837121151531,-1.2934119700869366,-0.2142785507788138,-0.1892520390377882,-1
1.6423840584204612,-0.2836325415255167,-1,1.084395187683638,0.8242232307094205,1.5788627069877643,1.8254344118027064,0.0270875051539814,-1
0.9240933539385744,-0.5536424617469237,-1,-0.1366635288760739,-0.2571203306953042,1.723930757845623,0.6173666129916672,-2.7734580772369606,-1
0.210390420743509,2.360997378372492,-1,1.2578776223307164,-0.0429454283549481,1.7446394915544945,0.6763884851974463,-1.4711000126014944,-1
1.338129562637777,-0.5536424617469237,-1,2.246296137135554,0.9521430333086892,0.0759858431260576,3.414955168591574,0.1243140753222617,-1
0.8408638748413635,-0.5536424617469237,-1,2.072808511071817,0.304507174075745,0.2115847917039111,3.608936858181432,-0.4957726589561809,-1
0.4400631833059136,-0.2098674210890135,-1,1.100183464144102,0.1045025006262419,1.200642184154416,1.2300221194246352,-0.4323356316492329,-1
1.0180817656995709,0.0812021379913577,-1,1.162893484924166,0.6193189010016374,0.240103585254932,0.6808234479105174,-0.6621624924137115,-1
-0.1898418743493256,-0.5536424617469237,-1,-0.6421529684359494,-0.3735841024748529,-0.3512410625354701,-0.6263406990180873,0.561996959849308,-1
0.9448804238399274,-0.3597809537729318,-1,0.1858996483967098,0.1618531533760377,2.0976828753737427,-0.4408063710698821,0.8160815137480494,-1
-0.3872784386662722,2.0251136123817157,-1,-0.0442204301674349,-0.128918533491243,0.2160071318513828,-0.5258024707404753,0.3090540905071999,-1
0.3328392543811632,-0.5536424617469237,-1,-0.917376962001026,-1.0894626560677256,-0.4184437299063248,-0.5683235722914575,0.1528955514005286,-1
-0.5061544946646339,-0.5536424617469237,-1,-1.3204221244076806,-0.2914884231544628,-0.1022107250688505,-0.6682043519772638,0.6138336298135142,-1
0.1711710662030659,2.165504986680432,-1,0.138327887771566,0.16298113179521,-0.3174994796297413,0.0248293186766447,-0.5580033025222411,-1
-0.0709658183509667,2.8426613194745127,-1,-0.8659507215096938,-1.2699744524609062,-0.2152233838463795,-0.5997922370261436,0.4833382853719974,-1
0.308114009127406,-0.5536424617469237,-1,0.2401057728578993,0.5924941642206941,-0.8841850240780488,0.7976527947935419,-1.1896954623289542,-1
