max_stay,cases,download_mbps_fixed,rwi_weight,gdp_per_capita,popDANE,pop_density,pop60plus_ratio,tests_unique_dev_fixed,internet_pen,labor_formality_index,primary_ratio,secondary_ratio,tertiary_ratio
33.6186,495,-1,0.3178985266159657,3239.911688948853,48918.0,14.510302564938652,0.0423927843960642,-1,2.448996279488123,0.2263736263736263,0.151618398637138,0.0715502555366269,0.778534923339012
47.3048,0,-1,-0.2360026261835564,2571.580219974641,33913.0,16.551974406243332,0.0428084696321396,-1,0.7057949479940565,0.0258637944527921,0.3927781392322707,0.0983571893298633,0.5045543266102798
48.82920000000001,0,-1,-0.1323055841829944,2091.2782723287523,37183.0,40.1670858700758,0.0881311807139056,-1,1.5786784283140145,0.0405818991215867,0.1875,0.1111111111111111,0.7013888888888888
64.6742,4,-1,0.6744446036239269,4079.4618483125305,321991.0,610.4855142989466,0.0960879156908792,-1,17.96758294486492,0.3326780253385758,0.0084275436793422,0.1412127440904419,0.8503597122302158
47.976400000000005,0,-1,0.5511506658530898,4829.763734152901,41648.0,522.0928545477426,0.0471520530549425,-1,8.516615443718786,0.1636980788746194,0.1060402684563758,0.5033557046979866,0.3906040268456376
49.921800000000005,1,-1,0.4065503024637754,4410.272924885275,111789.0,191.416476619398,0.0832049913581325,-1,8.072350589056168,0.1188981823401229,0.1818181818181818,0.4096385542168674,0.4085432639649507
46.2308,0,-1,0.01174795530426,1503.4603452390422,37713.0,50.11527748807656,0.2107583051311923,-1,0.0875029830562405,0.0295747107707348,0.0619047619047619,0.1285714285714285,0.8095238095238095
52.747,0,-1,-0.0216828168399435,1534.1998721500106,14079.0,65.45129422569308,0.1542420711595568,-1,0.0923361034164358,0.0120757859671038,0.2625,0.1,0.6375
45.77080000000001,0,-1,-0.3811945349680642,2560.0983994519524,21409.33333333333,47.445492244478125,0.0993040816287096,-1,0.0750127253730543,0.0332824674225893,0.3358891900449274,0.0897403858886203,0.5743704240664522
44.7006,0,-1,-0.0959950075001335,2525.351136864647,31754.0,96.08505776250163,0.1046886041043117,-1,0.125968381936134,0.0215778826702629,0.3569023569023569,0.0909090909090909,0.5555555555555556
46.279,0,-1,-0.1757418146698231,1676.854613917551,40898.0,153.05531260549853,0.0668559233890193,-1,0.4865763607022348,0.0186647805414751,0.2834645669291338,0.1102362204724409,0.6062992125984252
38.96459999999999,0,-1,0.0693615472443295,16777.02949275122,30143.0,113.41004512897489,0.2260043409813841,-1,0.7497594798128918,0.1732542491152868,0.1243993593166043,0.7570742124933262,0.1179925253603844
37.1662,0,-1,0.2084048174335762,2375.897719201326,25342.0,113.0704308959289,0.0966954363308357,-1,0.7655275826690869,0.0428332275010102,0.2645739910313901,0.1210762331838565,0.6143497757847534
37.0682,0,-1,0.3281106214928894,5891.7820398831445,39365.0,21.761454863483763,0.0998306775000374,-1,5.863076336847453,0.0630569157903186,0.6984866123399301,0.0267753201396973,0.2735739231664726
44.12200000000001,0,-1,0.2984356974129486,19711.12288999429,49052.0,23.27763635101709,0.0668572155942104,-1,10.961836418494658,0.0453236741896535,0.9030996928232338,0.0326724378665177,0.0642278693102485
49.8832,0,-1,0.2765972150465199,2565.396834822887,16839.5,24.578235772681275,0.0665238970415257,-1,5.177689686348146,0.0358869333823923,0.281142365097589,0.1152411021814006,0.5921354764638347
38.1844,0,-1,0.2066154812276605,2125.31929312412,19183.0,33.03040003121065,0.0714216446471403,-1,1.157274670280978,0.0328994649844286,0.1655629139072847,0.0927152317880794,0.7417218543046358
37.0524,0,-1,-0.1014274095191122,2003.338898163606,21564.0,33.33621691807425,0.0777804330898035,-1,0.9831200148395476,0.0396995708154506,0.23125,0.08125,0.6875
51.6692,1,-1,0.5401441736626108,2102.139322155208,114569.0,93.53904041051256,0.0666771748908225,-1,8.888966474351701,0.1062984022435485,0.1065022421524663,0.179372197309417,0.7141255605381166
41.6218,0,-1,-0.1022127396907992,4072.2795001639406,27449.0,26.005646502728062,0.0780968399465782,-1,3.701409887427593,0.041053987334979,0.2028985507246377,0.323671497584541,0.4734299516908212
46.9882,1,-1,0.0354174039929161,7817.957862999596,27197.0,17.995130469510073,0.0651536420050933,-1,1.6425259677245443,0.0967394513589118,0.5934327113128565,0.08652234689353,0.3200449417936134
64.3394,2,-1,0.6033711452115038,2903.491439306189,513685.0,92.44455752611988,0.0739813455388059,-1,14.003328888326502,0.2161069580873806,0.0267921795800144,0.114047791455467,0.8593410572049239
45.7676,0,-1,-0.0744392114335718,8641.511835072537,62864.0,16.93736488920404,0.0904349231870358,-1,6.601552557902775,0.0633391132028734,0.7982107355864811,0.0293240556660039,0.1724652087475149
39.2426,0,-1,0.0114632958643845,28099.547511312216,22542.0,8.846451456544159,0.0635688812461222,-1,0.3859462336970987,0.049665099045176,0.938618925831202,0.0068201193520886,0.0545609548167092
46.5378,0,-1,0.2708070760074552,1820.442319187089,41825.0,57.502165635032064,0.0,-1,7.366407650926479,0.0844307872402692,0.1312056737588652,0.0815602836879432,0.7872340425531915
40.3726,0,-1,0.3544608462749324,2038.409351842188,28743.0,13.41588487308155,0.0310294641154659,-1,1.5447239327836342,0.0498006880358215,0.1935483870967742,0.0829493087557603,0.7235023041474654
36.1324,0,-1,0.2770790725976608,1845.819198798457,38617.0,25.41430389502036,0.0648110394067036,-1,1.520055933915115,0.0421184657711603,0.178030303030303,0.0833333333333333,0.7424242424242424
42.430400000000006,0,-1,0.1274211242713391,3436.379494137029,30957.0,26.91917088949262,0.0901407458529217,-1,0.1001389023484187,0.0702264381884944,0.398477157360406,0.182741116751269,0.4187817258883248
38.8716,0,-1,0.086589427199113,2573.603565503107,30739.0,29.41508733072326,0.0115859589143762,-1,8.00286281271349,0.0940655264784669,0.2491467576791808,0.0511945392491467,0.6996587030716723
42.11299999999999,6,-1,0.3720907633225396,3172.51349563987,130042.0,27.8161631011076,0.0544649343678147,-1,13.051168084157428,0.1815159736990051,0.0765706806282722,0.0595549738219895,0.8638743455497382
36.2246,0,-1,0.218,2274.476987447699,17925.0,27.144802646993163,0.0662786326160008,-1,2.359832635983264,0.0307763401109057,0.0794701986754966,0.0596026490066225,0.8543046357615894
46.066,0,-1,0.1306538875380065,6271.511655622825,83908.0,45.10991443239126,0.1269429203253297,-1,4.725413548171807,0.0905619701841566,0.0497691123653155,0.6782965623396614,0.2724474089276552
58.708000000000006,3,-1,0.3568588193620509,2867.469299880928,498858.0,141.39429211952236,0.087646423505377,-1,11.555793432199144,0.2028791035465,0.038882597206493,0.1009815024537561,0.8601359003397508
49.5758,0,-1,0.0378903208909202,2110.912898472039,64465.0,56.92742281575164,0.0925957379668807,-1,6.654773908322345,0.0626437198944642,0.123015873015873,0.2043650793650793,0.6746031746031746
38.3372,0,-1,-0.159856441899341,2470.8766195867865,42835.0,38.439395975889504,0.0,-1,0.4855842185128983,0.0516451478550603,0.375,0.0612244897959183,0.5637755102040817
43.774,12,-1,-0.1995210707737485,1215.1819973037436,48215.0,245.21534812356063,0.0981065290071697,-1,1.4435341698641502,0.0298684166018333,0.1244239631336405,0.0829493087557603,0.7926267281105991
46.0964,0,-1,-0.2000879480542448,1282.7346465816918,34520.0,38.09363186724893,0.0258142908512351,-1,4.322132097334879,0.025281400750402,0.0853658536585365,0.0792682926829268,0.8353658536585366
37.2076,0,-1,-0.1312198009232509,3517.223792421956,47057.0,31.27832534611681,0.090848998466949,-1,3.3066281318401085,0.0365879155341835,0.6476345840130505,0.0505709624796084,0.3017944535073409
51.8618,0,-1,0.1399830727854548,2366.944210101603,109052.0,347.5232717046673,0.0728044703555582,-1,5.716538898873932,0.038614733134879,0.0972803347280334,0.1140167364016736,0.7876569037656904
46.8832,0,-1,0.0150716689798785,1152.4170652236048,52481.0,94.79680760928824,0.0732451508897076,-1,2.010251329052419,0.0116001165840862,0.1607142857142857,0.0803571428571428,0.7589285714285714
49.66900000000001,0,-1,0.0657567980299748,2618.387316205327,114666.0,126.2189893293943,0.0752479826530615,-1,4.936947307833186,0.0415529147261923,0.1088129496402877,0.0809352517985611,0.8093525179856115
44.5958,0,-1,0.011460949827891,3204.116199546196,93873.0,22.75258151070492,0.0926385319615222,-1,3.58782610548294,0.0201841984544267,0.2136445242369838,0.0798922800718132,0.7064631956912029
42.2376,0,-1,-0.2552624886910798,1805.393707341435,36042.0,47.50232637523962,0.0518974254792555,-1,2.5692247932967094,0.0292054025609542,0.3360995850622407,0.0829875518672199,0.5850622406639004
50.4352,1,-1,0.4991339265755843,2361.750937202753,107234.0,347.56896907703367,0.0889935254764606,-1,6.656470895424958,0.0428837183474011,0.0586353944562899,0.1108742004264392,0.8304904051172708
48.8678,0,-1,-0.2274338357076578,1530.947995778408,48323.0,103.02002327366009,0.1396401455998647,-1,5.59981789210107,0.0233633183408295,0.2262773722627737,0.0875912408759124,0.6824817518248175
52.01879999999999,1,-1,-0.1571690037234249,3648.34393946986,59871.0,102.17705105509164,0.0730076340739146,-1,3.3822718845517867,0.0363799054071328,0.1248454882571075,0.5599505562422744,0.315203955500618
45.3802,0,-1,0.4440388220318818,3001.2053033346724,44802.0,259.47025794465844,0.124135080904012,-1,8.832194991295031,0.1643231233137597,0.0702811244979919,0.2269076305220883,0.7048192771084337
37.0202,1,-1,0.0677758647132869,7282.535401213756,17796.0,90.5282222809784,0.0774512846626089,-1,3.354686446392448,0.0375779315056793,0.64375,0.0979166666666666,0.25625
48.6746,0,-1,0.5313793200177972,3598.585006789109,27986.0,137.05578944894626,0.0995160236882748,-1,11.69156006574716,0.1191021768565774,0.1367292225201072,0.1501340482573726,0.7158176943699732
47.0344,0,-1,-0.1673402718966053,4597.2756884809005,13508.0,55.147640016977206,0.0856546283033722,-1,1.3621557595498963,0.0229679876234678,0.508695652173913,0.0869565217391304,0.408695652173913
54.63060000000001,2,-1,0.2903697894007113,3076.723354537193,138654.0,493.38476399046846,0.0714433165718208,-1,17.409522985272694,0.1163943904900971,0.050632911392405,0.1525316455696202,0.7968354430379747
57.4982,4,-1,0.8729907716730984,5190.062140076935,87866.0,1636.7097101119955,0.1379361414347051,-1,24.485011267156807,0.1360004906997071,0.0236826524570751,0.5269390171699231,0.4499703966844287
45.4954,0,-1,0.264454442594789,5761.441647597254,17480.0,134.17542005103843,0.107126551050756,-1,4.170480549199085,0.0830668164923502,0.5710455764075067,0.0857908847184986,0.3431635388739946
60.321200000000005,5,-1,1.0219164669161165,6074.178390466215,141308.0,3056.630704026182,0.0747140782191297,-1,27.25464941829196,0.1700167739638094,0.0110097514941805,0.1286568103177099,0.8603334381881095
52.6144,0,-1,0.024416903164849,2105.0471891670086,9748.0,118.12668799490636,0.0172410390692837,-1,0.6462864177267132,0.0602654176424668,0.0921052631578947,0.0921052631578947,0.8157894736842105
47.53999999999999,0,-1,-0.0533325326568241,3467.4039061803264,11213.0,69.2484303784879,0.1945410449490244,-1,5.671987871220904,0.1067514544716547,0.3472222222222222,0.0833333333333333,0.5694444444444444
34.836600000000004,0,-1,0.1521385920035867,2730.235667725221,11966.0,128.86855460204063,0.0,-1,2.039110813972924,,0.0743801652892562,0.1074380165289256,0.8181818181818182
43.913,0,-1,-0.0894350504931228,4725.787631271879,21425.0,90.69013620926567,0.1917432115219987,-1,4.709451575262544,0.0615437392795883,0.4853333333333333,0.0986666666666666,0.416
50.876,0,-1,0.6090538868353067,7351.19814480804,23286.0,476.7931853262866,0.1299393715650225,-1,9.460620115090611,0.1408736253609387,0.0646687697160883,0.638801261829653,0.2965299684542586
46.25860000000001,0,-1,0.4650004635688366,23285.452672542066,34948.0,533.0979732577661,0.2737147650818223,-1,22.564953645416047,0.352360086100861,0.0145985401459854,0.4552090245520902,0.5301924353019244
47.6164,0,-1,0.2334609165171777,4160.97736255839,25047.0,187.3195360246177,0.0669563323403877,-1,1.736734938315966,0.0414066931366988,0.3626943005181347,0.0854922279792746,0.5518134715025906
51.8838,0,-1,0.5310012844167031,5704.62361740799,148001.0,867.3750749607722,0.1035950914494883,-1,13.116127593732472,0.1851718326107921,0.0300607611128877,0.5378957467220978,0.4317236968340262
36.1044,0,-1,0.157900312946033,7750.464947036468,12367.0,21.73517813206573,0.0564066742149101,-1,2.57135926255357,0.0964153275648949,0.6873239436619718,0.0816901408450704,0.2309859154929577
