ds,country,polygon_source,polygon_id,polygon_name,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users,baseline_name,baseline_type
2020-07-26,SLV,GADM,SLV.5.9_1,La Libertad,-0.30383,0.34482,full_february,DAY_OF_WEEK
2020-07-27,SLV,GADM,SLV.5.9_1,La Libertad,-0.23633,0.2933,full_february,DAY_OF_WEEK
2020-07-28,SLV,GADM,SLV.5.9_1,La Libertad,-0.24887,0.32309,full_february,DAY_OF_WEEK
2020-07-29,SLV,GADM,SLV.5.9_1,La Libertad,-0.33808,0.31167,full_february,DAY_OF_WEEK
2020-07-30,SLV,GADM,SLV.5.9_1,La Libertad,-0.30489,0.331,full_february,DAY_OF_WEEK
2020-07-31,SLV,GADM,SLV.5.9_1,La Libertad,-0.21661,0.28732,full_february,DAY_OF_WEEK
2020-08-01,SLV,GADM,SLV.5.9_1,La Libertad,-0.19437,0.29637,full_february,DAY_OF_WEEK
2020-08-02,SLV,GADM,SLV.5.9_1,La Libertad,-0.15506,0.28686,full_february,DAY_OF_WEEK
2020-08-03,SLV,GADM,SLV.5.9_1,La Libertad,-0.27137,0.30439,full_february,DAY_OF_WEEK
2020-08-04,SLV,GADM,SLV.5.9_1,La Libertad,-0.22732,0.29419,full_february,DAY_OF_WEEK
2020-08-05,SLV,GADM,SLV.5.9_1,La Libertad,-0.36222,0.31344,full_february,DAY_OF_WEEK
2020-08-06,SLV,GADM,SLV.5.9_1,La Libertad,-0.40551,0.34988,full_february,DAY_OF_WEEK
2020-08-07,SLV,GADM,SLV.5.9_1,La Libertad,-0.26691,0.32731,full_february,DAY_OF_WEEK
2020-08-08,SLV,GADM,SLV.5.9_1,La Libertad,-0.27631,0.32967,full_february,DAY_OF_WEEK
2020-08-09,SLV,GADM,SLV.5.9_1,La Libertad,-0.22438,0.31778,full_february,DAY_OF_WEEK
2020-08-10,SLV,GADM,SLV.5.9_1,La Libertad,-0.26524,0.3211,full_february,DAY_OF_WEEK
2020-08-11,SLV,GADM,SLV.5.9_1,La Libertad,-0.36181,0.32088,full_february,DAY_OF_WEEK
2020-08-12,SLV,GADM,SLV.5.9_1,La Libertad,-0.28418,0.32596,full_february,DAY_OF_WEEK
2020-08-13,SLV,GADM,SLV.5.9_1,La Libertad,-0.28996,0.35418,full_february,DAY_OF_WEEK
2020-08-14,SLV,GADM,SLV.5.9_1,La Libertad,-0.29088,0.30617,full_february,DAY_OF_WEEK
2020-08-15,SLV,GADM,SLV.5.9_1,La Libertad,-0.30597,0.31458,full_february,DAY_OF_WEEK
2020-08-16,SLV,GADM,SLV.5.9_1,La Libertad,-0.1427,0.28296,full_february,DAY_OF_WEEK
2020-08-17,SLV,GADM,SLV.5.9_1,La Libertad,-0.18114,0.2902,full_february,DAY_OF_WEEK
2020-08-18,SLV,GADM,SLV.5.9_1,La Libertad,-0.20756,0.29228,full_february,DAY_OF_WEEK
2020-08-19,SLV,GADM,SLV.5.9_1,La Libertad,-0.20212,0.27893,full_february,DAY_OF_WEEK
2020-08-20,SLV,GADM,SLV.5.9_1,La Libertad,-0.20214,0.31706,full_february,DAY_OF_WEEK
2020-08-21,SLV,GADM,SLV.5.9_1,La Libertad,-0.23193,0.2981,full_february,DAY_OF_WEEK
2020-08-22,SLV,GADM,SLV.5.9_1,La Libertad,-0.38115,0.34883,full_february,DAY_OF_WEEK
2020-08-23,SLV,GADM,SLV.5.9_1,La Libertad,-0.26455,0.31403,full_february,DAY_OF_WEEK
2020-08-24,SLV,GADM,SLV.5.9_1,La Libertad,-0.20808,0.2633,full_february,DAY_OF_WEEK
2020-08-25,SLV,GADM,SLV.5.9_1,La Libertad,-0.25508,0.30313,full_february,DAY_OF_WEEK
2020-08-26,SLV,GADM,SLV.5.9_1,La Libertad,-0.21331,0.30619,full_february,DAY_OF_WEEK
2020-08-27,SLV,GADM,SLV.5.9_1,La Libertad,-0.30492,0.29998,full_february,DAY_OF_WEEK
2020-08-28,SLV,GADM,SLV.5.9_1,La Libertad,-0.23392,0.24964,full_february,DAY_OF_WEEK
2020-08-29,SLV,GADM,SLV.5.9_1,La Libertad,-0.14381,0.26689,full_february,DAY_OF_WEEK
2020-08-30,SLV,GADM,SLV.5.9_1,La Libertad,-0.10264,0.24309,full_february,DAY_OF_WEEK
2020-08-31,SLV,GADM,SLV.5.9_1,La Libertad,-0.10817,0.24033,full_february,DAY_OF_WEEK
2020-09-01,SLV,GADM,SLV.5.9_1,La Libertad,-0.06433,0.2323,full_february,DAY_OF_WEEK
2020-09-02,SLV,GADM,SLV.5.9_1,La Libertad,-0.14783,0.26893,full_february,DAY_OF_WEEK
2020-09-03,SLV,GADM,SLV.5.9_1,La Libertad,-0.21836,0.27188,full_february,DAY_OF_WEEK
2020-09-04,SLV,GADM,SLV.5.9_1,La Libertad,-0.19234,0.25411,full_february,DAY_OF_WEEK
2020-09-05,SLV,GADM,SLV.5.9_1,La Libertad,-0.22087,0.25923,full_february,DAY_OF_WEEK
2020-09-06,SLV,GADM,SLV.5.9_1,La Libertad,-0.00975,0.25087,full_february,DAY_OF_WEEK
2020-09-07,SLV,GADM,SLV.5.9_1,La Libertad,-0.09355,0.22329,full_february,DAY_OF_WEEK
2020-09-08,SLV,GADM,SLV.5.9_1,La Libertad,-0.16859,0.26695,full_february,DAY_OF_WEEK
2020-09-09,SLV,GADM,SLV.5.9_1,La Libertad,-0.17174,0.27097,full_february,DAY_OF_WEEK
2020-09-10,SLV,GADM,SLV.5.9_1,La Libertad,-0.18956,0.2882,full_february,DAY_OF_WEEK
2020-09-11,SLV,GADM,SLV.5.9_1,La Libertad,-0.1791,0.29748,full_february,DAY_OF_WEEK
2020-09-12,SLV,GADM,SLV.5.9_1,La Libertad,-0.22752,0.26524,full_february,DAY_OF_WEEK
2020-09-13,SLV,GADM,SLV.5.9_1,La Libertad,0.00533,0.22962,full_february,DAY_OF_WEEK
2020-09-14,SLV,GADM,SLV.5.9_1,La Libertad,-0.10351,0.22393,full_february,DAY_OF_WEEK
2020-09-15,SLV,GADM,SLV.5.9_1,La Libertad,-0.25309,0.26482,full_february,DAY_OF_WEEK
2020-09-16,SLV,GADM,SLV.5.9_1,La Libertad,-0.05888,0.2237,full_february,DAY_OF_WEEK
2020-09-17,SLV,GADM,SLV.5.9_1,La Libertad,-0.22804,0.30773,full_february,DAY_OF_WEEK
2020-09-18,SLV,GADM,SLV.5.9_1,La Libertad,-0.11594,0.26773,full_february,DAY_OF_WEEK
2020-09-19,SLV,GADM,SLV.5.9_1,La Libertad,-0.16518,0.24117,full_february,DAY_OF_WEEK
2020-09-20,SLV,GADM,SLV.5.9_1,La Libertad,0.01816,0.21891,full_february,DAY_OF_WEEK
2020-09-21,SLV,GADM,SLV.5.9_1,La Libertad,-0.02009,0.2487,full_february,DAY_OF_WEEK
2020-09-22,SLV,GADM,SLV.5.9_1,La Libertad,-0.16142,0.25085,full_february,DAY_OF_WEEK
2020-09-23,SLV,GADM,SLV.5.9_1,La Libertad,-0.07003,0.24394,full_february,DAY_OF_WEEK
2020-09-24,SLV,GADM,SLV.5.9_1,La Libertad,-0.22567,0.31134,full_february,DAY_OF_WEEK
2020-09-25,SLV,GADM,SLV.5.9_1,La Libertad,-0.19045,0.26156,full_february,DAY_OF_WEEK
2020-09-26,SLV,GADM,SLV.5.9_1,La Libertad,-0.21089,0.26231,full_february,DAY_OF_WEEK
2020-09-27,SLV,GADM,SLV.5.9_1,La Libertad,-0.0309,0.21771,full_february,DAY_OF_WEEK
2020-09-28,SLV,GADM,SLV.5.9_1,La Libertad,-0.11345,0.2456,full_february,DAY_OF_WEEK
2020-09-29,SLV,GADM,SLV.5.9_1,La Libertad,-0.1497,0.26546,full_february,DAY_OF_WEEK
2020-09-30,SLV,GADM,SLV.5.9_1,La Libertad,-0.14932,0.25526,full_february,DAY_OF_WEEK
2020-10-01,SLV,GADM,SLV.5.9_1,La Libertad,-0.11032,0.24802,full_february,DAY_OF_WEEK
2020-10-02,SLV,GADM,SLV.5.9_1,La Libertad,-0.15719,0.25413,full_february,DAY_OF_WEEK
2020-10-03,SLV,GADM,SLV.5.9_1,La Libertad,-0.11842,0.26028,full_february,DAY_OF_WEEK
2020-10-04,SLV,GADM,SLV.5.9_1,La Libertad,-0.0021,0.24495,full_february,DAY_OF_WEEK
2020-10-05,SLV,GADM,SLV.5.9_1,La Libertad,-0.10484,0.23887,full_february,DAY_OF_WEEK
2020-10-06,SLV,GADM,SLV.5.9_1,La Libertad,-0.12369,0.26436,full_february,DAY_OF_WEEK
2020-10-07,SLV,GADM,SLV.5.9_1,La Libertad,-0.21004,0.26809,full_february,DAY_OF_WEEK
2020-10-08,SLV,GADM,SLV.5.9_1,La Libertad,-0.16358,0.27297,full_february,DAY_OF_WEEK
2020-10-09,SLV,GADM,SLV.5.9_1,La Libertad,-0.17664,0.26109,full_february,DAY_OF_WEEK
2020-10-10,SLV,GADM,SLV.5.9_1,La Libertad,-0.12689,0.21736,full_february,DAY_OF_WEEK
2020-10-11,SLV,GADM,SLV.5.9_1,La Libertad,-0.02352,0.21827,full_february,DAY_OF_WEEK
2020-10-12,SLV,GADM,SLV.5.9_1,La Libertad,-0.10372,0.2226,full_february,DAY_OF_WEEK
2020-10-13,SLV,GADM,SLV.5.9_1,La Libertad,-0.14425,0.27997,full_february,DAY_OF_WEEK
2020-10-14,SLV,GADM,SLV.5.9_1,La Libertad,-0.1868,0.26622,full_february,DAY_OF_WEEK
2020-10-15,SLV,GADM,SLV.5.9_1,La Libertad,-0.09241,0.2845,full_february,DAY_OF_WEEK
2020-10-16,SLV,GADM,SLV.5.9_1,La Libertad,-0.05251,0.24805,full_february,DAY_OF_WEEK
2020-10-17,SLV,GADM,SLV.5.9_1,La Libertad,-0.09759,0.25538,full_february,DAY_OF_WEEK
2020-10-18,SLV,GADM,SLV.5.9_1,La Libertad,0.07503,0.20787,full_february,DAY_OF_WEEK
2020-10-19,SLV,GADM,SLV.5.9_1,La Libertad,-0.07293,0.2217,full_february,DAY_OF_WEEK
2020-10-20,SLV,GADM,SLV.5.9_1,La Libertad,-0.09251,0.27481,full_february,DAY_OF_WEEK
2020-10-21,SLV,GADM,SLV.5.9_1,La Libertad,-0.0529,0.25707,full_february,DAY_OF_WEEK
2020-10-22,SLV,GADM,SLV.5.9_1,La Libertad,-0.11423,0.26481,full_february,DAY_OF_WEEK
2020-10-23,SLV,GADM,SLV.5.9_1,La Libertad,-0.08404,0.25684,full_february,DAY_OF_WEEK
2020-10-24,SLV,GADM,SLV.5.9_1,La Libertad,-0.11604,0.25022,full_february,DAY_OF_WEEK
2020-10-25,SLV,GADM,SLV.5.9_1,La Libertad,0.01207,0.24485,full_february,DAY_OF_WEEK
2020-10-26,SLV,GADM,SLV.5.9_1,La Libertad,-0.10476,0.2537,full_february,DAY_OF_WEEK
2020-10-27,SLV,GADM,SLV.5.9_1,La Libertad,-0.04009,0.28062,full_february,DAY_OF_WEEK
2020-10-28,SLV,GADM,SLV.5.9_1,La Libertad,-0.08348,0.24112,full_february,DAY_OF_WEEK
2020-10-29,SLV,GADM,SLV.5.9_1,La Libertad,-0.19542,0.26044,full_february,DAY_OF_WEEK
2020-10-30,SLV,GADM,SLV.5.9_1,La Libertad,-0.0703,0.21967,full_february,DAY_OF_WEEK
2020-10-31,SLV,GADM,SLV.5.9_1,La Libertad,-0.11455,0.23966,full_february,DAY_OF_WEEK
2020-11-01,SLV,GADM,SLV.5.9_1,La Libertad,0.03771,0.21231,full_february,DAY_OF_WEEK
2020-11-02,SLV,GADM,SLV.5.9_1,La Libertad,-0.09431,0.20948,full_february,DAY_OF_WEEK
2020-11-03,SLV,GADM,SLV.5.9_1,La Libertad,-0.0387,0.23625,full_february,DAY_OF_WEEK
2020-11-04,SLV,GADM,SLV.5.9_1,La Libertad,-0.10421,0.27746,full_february,DAY_OF_WEEK
2020-11-05,SLV,GADM,SLV.5.9_1,La Libertad,-0.28523,0.29949,full_february,DAY_OF_WEEK
2020-11-06,SLV,GADM,SLV.5.9_1,La Libertad,-0.14244,0.28813,full_february,DAY_OF_WEEK
2020-11-07,SLV,GADM,SLV.5.9_1,La Libertad,-0.15066,0.25996,full_february,DAY_OF_WEEK
2020-11-08,SLV,GADM,SLV.5.9_1,La Libertad,-0.09553,0.26549,full_february,DAY_OF_WEEK
2020-11-09,SLV,GADM,SLV.5.9_1,La Libertad,-0.02553,0.23629,full_february,DAY_OF_WEEK
2020-11-10,SLV,GADM,SLV.5.9_1,La Libertad,-0.10074,0.22748,full_february,DAY_OF_WEEK
2020-11-11,SLV,GADM,SLV.5.9_1,La Libertad,-0.07401,0.25598,full_february,DAY_OF_WEEK
2020-11-12,SLV,GADM,SLV.5.9_1,La Libertad,-0.09328,0.24528,full_february,DAY_OF_WEEK
2020-11-13,SLV,GADM,SLV.5.9_1,La Libertad,-0.086,0.24066,full_february,DAY_OF_WEEK
2020-11-14,SLV,GADM,SLV.5.9_1,La Libertad,-0.00538,0.21799,full_february,DAY_OF_WEEK
2020-11-15,SLV,GADM,SLV.5.9_1,La Libertad,0.11702,0.18451,full_february,DAY_OF_WEEK
2020-11-16,SLV,GADM,SLV.5.9_1,La Libertad,0.06328,0.20548,full_february,DAY_OF_WEEK
2020-11-17,SLV,GADM,SLV.5.9_1,La Libertad,-0.03589,0.25852,full_february,DAY_OF_WEEK
2020-11-18,SLV,GADM,SLV.5.9_1,La Libertad,-0.22291,0.32241,full_february,DAY_OF_WEEK
2020-11-19,SLV,GADM,SLV.5.9_1,La Libertad,-0.11192,0.23665,full_february,DAY_OF_WEEK
2020-11-20,SLV,GADM,SLV.5.9_1,La Libertad,0.00461,0.23827,full_february,DAY_OF_WEEK
2020-11-21,SLV,GADM,SLV.5.9_1,La Libertad,-0.06057,0.24071,full_february,DAY_OF_WEEK
2020-11-22,SLV,GADM,SLV.5.9_1,La Libertad,0.07451,0.21277,full_february,DAY_OF_WEEK
2020-11-23,SLV,GADM,SLV.5.9_1,La Libertad,-0.00326,0.24318,full_february,DAY_OF_WEEK
2020-11-24,SLV,GADM,SLV.5.9_1,La Libertad,-0.04025,0.24559,full_february,DAY_OF_WEEK
2020-11-25,SLV,GADM,SLV.5.9_1,La Libertad,-0.08571,0.22698,full_february,DAY_OF_WEEK
2020-11-26,SLV,GADM,SLV.5.9_1,La Libertad,-0.02199,0.21639,full_february,DAY_OF_WEEK
2020-11-27,SLV,GADM,SLV.5.9_1,La Libertad,-0.02657,0.20084,full_february,DAY_OF_WEEK
2020-11-28,SLV,GADM,SLV.5.9_1,La Libertad,-0.10133,0.22934,full_february,DAY_OF_WEEK
2020-11-29,SLV,GADM,SLV.5.9_1,La Libertad,0.11574,0.20063,full_february,DAY_OF_WEEK
2020-11-30,SLV,GADM,SLV.5.9_1,La Libertad,-0.03322,0.20348,full_february,DAY_OF_WEEK
2020-12-01,SLV,GADM,SLV.5.9_1,La Libertad,-0.03327,0.22584,full_february,DAY_OF_WEEK
2020-12-02,SLV,GADM,SLV.5.9_1,La Libertad,0.06357,0.20174,full_february,DAY_OF_WEEK
2020-12-03,SLV,GADM,SLV.5.9_1,La Libertad,0.00157,0.20901,full_february,DAY_OF_WEEK
2020-12-04,SLV,GADM,SLV.5.9_1,La Libertad,0.04769,0.20765,full_february,DAY_OF_WEEK
2020-12-05,SLV,GADM,SLV.5.9_1,La Libertad,-0.03316,0.19864,full_february,DAY_OF_WEEK
2020-12-06,SLV,GADM,SLV.5.9_1,La Libertad,-0.02035,0.19896,full_february,DAY_OF_WEEK
2020-12-07,SLV,GADM,SLV.5.9_1,La Libertad,0.00223,0.2206,full_february,DAY_OF_WEEK
2020-12-08,SLV,GADM,SLV.5.9_1,La Libertad,0.14694,0.17918,full_february,DAY_OF_WEEK
2020-12-09,SLV,GADM,SLV.5.9_1,La Libertad,0.01238,0.18946,full_february,DAY_OF_WEEK
2020-12-10,SLV,GADM,SLV.5.9_1,La Libertad,-0.06591,0.23199,full_february,DAY_OF_WEEK
2020-12-11,SLV,GADM,SLV.5.9_1,La Libertad,0.07656,0.20502,full_february,DAY_OF_WEEK
2020-12-12,SLV,GADM,SLV.5.9_1,La Libertad,-0.02353,0.18346,full_february,DAY_OF_WEEK
2020-12-13,SLV,GADM,SLV.5.9_1,La Libertad,0.1993,0.16423,full_february,DAY_OF_WEEK
2020-12-14,SLV,GADM,SLV.5.9_1,La Libertad,0.04177,0.22242,full_february,DAY_OF_WEEK
2020-12-15,SLV,GADM,SLV.5.9_1,La Libertad,0.10765,0.208,full_february,DAY_OF_WEEK
2020-12-16,SLV,GADM,SLV.5.9_1,La Libertad,0.0567,0.21118,full_february,DAY_OF_WEEK
2020-12-17,SLV,GADM,SLV.5.9_1,La Libertad,0.08595,0.19923,full_february,DAY_OF_WEEK
2020-12-18,SLV,GADM,SLV.5.9_1,La Libertad,0.15386,0.18816,full_february,DAY_OF_WEEK
2020-12-19,SLV,GADM,SLV.5.9_1,La Libertad,0.19193,0.1698,full_february,DAY_OF_WEEK
2020-12-20,SLV,GADM,SLV.5.9_1,La Libertad,0.25868,0.19256,full_february,DAY_OF_WEEK
2020-12-21,SLV,GADM,SLV.5.9_1,La Libertad,0.1642,0.12985,full_february,DAY_OF_WEEK
2020-12-22,SLV,GADM,SLV.5.9_1,La Libertad,0.19895,0.18336,full_february,DAY_OF_WEEK
2020-12-23,SLV,GADM,SLV.5.9_1,La Libertad,0.221,0.17931,full_february,DAY_OF_WEEK
2020-12-24,SLV,GADM,SLV.5.9_1,La Libertad,-0.08775,0.18022,full_february,DAY_OF_WEEK
2020-12-25,SLV,GADM,SLV.5.9_1,La Libertad,-0.23802,0.23793,full_february,DAY_OF_WEEK
2020-12-26,SLV,GADM,SLV.5.9_1,La Libertad,0.07258,0.1904,full_february,DAY_OF_WEEK
2020-12-27,SLV,GADM,SLV.5.9_1,La Libertad,0.16345,0.1911,full_february,DAY_OF_WEEK
2020-12-28,SLV,GADM,SLV.5.9_1,La Libertad,0.07432,0.17539,full_february,DAY_OF_WEEK
2020-12-29,SLV,GADM,SLV.5.9_1,La Libertad,0.04414,0.20754,full_february,DAY_OF_WEEK
2020-12-30,SLV,GADM,SLV.5.9_1,La Libertad,0.16623,0.17684,full_february,DAY_OF_WEEK
2020-12-31,SLV,GADM,SLV.5.9_1,La Libertad,-0.08446,0.22577,full_february,DAY_OF_WEEK
2020-03-01,SLV,GADM,SLV.6.14_1,San Luis Talpa,0.01872,0.13204,full_february,DAY_OF_WEEK
2020-03-02,SLV,GADM,SLV.6.14_1,San Luis Talpa,0.10993,0.07117,full_february,DAY_OF_WEEK
2020-03-03,SLV,GADM,SLV.6.14_1,San Luis Talpa,0.10749,0.09753,full_february,DAY_OF_WEEK
2020-03-04,SLV,GADM,SLV.6.14_1,San Luis Talpa,0.10472,0.12561,full_february,DAY_OF_WEEK
2020-03-05,SLV,GADM,SLV.6.14_1,San Luis Talpa,0.0391,0.13921,full_february,DAY_OF_WEEK
2020-03-06,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.10562,0.10762,full_february,DAY_OF_WEEK
2020-03-07,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.0204,0.1083,full_february,DAY_OF_WEEK
2020-03-08,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.07507,0.11715,full_february,DAY_OF_WEEK
2020-03-09,SLV,GADM,SLV.6.14_1,San Luis Talpa,0.06806,0.11576,full_february,DAY_OF_WEEK
2020-03-10,SLV,GADM,SLV.6.14_1,San Luis Talpa,0.03395,0.11632,full_february,DAY_OF_WEEK
2020-03-11,SLV,GADM,SLV.6.14_1,San Luis Talpa,0.04038,0.08237,full_february,DAY_OF_WEEK
2020-03-12,SLV,GADM,SLV.6.14_1,San Luis Talpa,0.11392,0.11135,full_february,DAY_OF_WEEK
2020-03-13,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.23561,0.10843,full_february,DAY_OF_WEEK
2020-03-14,SLV,GADM,SLV.6.14_1,San Luis Talpa,0.03864,0.15308,full_february,DAY_OF_WEEK
2020-03-15,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.14164,0.16668,full_february,DAY_OF_WEEK
2020-03-16,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.00942,0.13683,full_february,DAY_OF_WEEK
2020-03-17,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.04914,0.11194,full_february,DAY_OF_WEEK
2020-03-18,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.06067,0.13454,full_february,DAY_OF_WEEK
2020-03-19,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.14654,0.21735,full_february,DAY_OF_WEEK
2020-03-20,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.4126,0.25256,full_february,DAY_OF_WEEK
2020-03-21,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.29149,0.23312,full_february,DAY_OF_WEEK
2020-03-24,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.4689,0.39889,full_february,DAY_OF_WEEK
2020-03-25,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.47261,0.39916,full_february,DAY_OF_WEEK
2020-03-26,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.43882,0.37849,full_february,DAY_OF_WEEK
2020-03-27,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.58922,0.37313,full_february,DAY_OF_WEEK
2020-03-28,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.52752,0.41384,full_february,DAY_OF_WEEK
2020-03-29,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.58806,0.36971,full_february,DAY_OF_WEEK
2020-03-30,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.53339,0.34966,full_february,DAY_OF_WEEK
2020-03-31,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.48338,0.3324,full_february,DAY_OF_WEEK
2020-04-01,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.40723,0.32424,full_february,DAY_OF_WEEK
2020-04-02,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.46437,0.34286,full_february,DAY_OF_WEEK
2020-04-03,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.54279,0.31983,full_february,DAY_OF_WEEK
2020-04-04,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.50518,0.35065,full_february,DAY_OF_WEEK
2020-04-05,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.54784,0.4008,full_february,DAY_OF_WEEK
2020-04-06,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.44145,0.35057,full_february,DAY_OF_WEEK
2020-04-07,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.51602,0.37741,full_february,DAY_OF_WEEK
2020-04-08,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.49738,0.36835,full_february,DAY_OF_WEEK
2020-04-09,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.60971,0.42783,full_february,DAY_OF_WEEK
2020-04-10,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.69384,0.42511,full_february,DAY_OF_WEEK
2020-04-13,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.52611,0.39058,full_february,DAY_OF_WEEK
2020-04-14,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.45074,0.33701,full_february,DAY_OF_WEEK
2020-04-15,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.52217,0.36482,full_february,DAY_OF_WEEK
2020-04-16,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.46425,0.31642,full_february,DAY_OF_WEEK
2020-04-17,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.54461,0.32474,full_february,DAY_OF_WEEK
2020-04-18,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.5158,0.36776,full_february,DAY_OF_WEEK
2020-04-19,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.62214,0.46828,full_february,DAY_OF_WEEK
2020-04-20,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.55587,0.44233,full_february,DAY_OF_WEEK
2020-04-21,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.51347,0.39677,full_february,DAY_OF_WEEK
2020-04-22,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.49197,0.38471,full_february,DAY_OF_WEEK
2020-04-23,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.46899,0.39565,full_february,DAY_OF_WEEK
2020-04-24,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.57171,0.35459,full_february,DAY_OF_WEEK
2020-04-25,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.46774,0.37972,full_february,DAY_OF_WEEK
2020-04-26,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.61926,0.43382,full_february,DAY_OF_WEEK
2020-04-27,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.50376,0.36957,full_february,DAY_OF_WEEK
2020-04-28,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.47879,0.32956,full_february,DAY_OF_WEEK
2020-04-29,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.40912,0.35992,full_february,DAY_OF_WEEK
2020-04-30,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.37826,0.33601,full_february,DAY_OF_WEEK
2020-05-01,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.6379,0.37782,full_february,DAY_OF_WEEK
2020-05-04,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.49259,0.35404,full_february,DAY_OF_WEEK
2020-05-05,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.45649,0.37206,full_february,DAY_OF_WEEK
2020-05-06,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.39239,0.35835,full_february,DAY_OF_WEEK
2020-05-07,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.57482,0.41188,full_february,DAY_OF_WEEK
2020-05-08,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.64776,0.45355,full_february,DAY_OF_WEEK
2020-05-09,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.62919,0.4247,full_february,DAY_OF_WEEK
2020-05-10,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.63579,0.40568,full_february,DAY_OF_WEEK
2020-05-12,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.52008,0.43577,full_february,DAY_OF_WEEK
2020-05-13,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.51999,0.42686,full_february,DAY_OF_WEEK
2020-05-14,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.46257,0.38359,full_february,DAY_OF_WEEK
2020-05-15,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.62197,0.38277,full_february,DAY_OF_WEEK
2020-05-16,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.54131,0.41423,full_february,DAY_OF_WEEK
2020-05-18,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.49536,0.36925,full_february,DAY_OF_WEEK
2020-05-19,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.43852,0.31176,full_february,DAY_OF_WEEK
2020-05-20,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.51966,0.38008,full_february,DAY_OF_WEEK
2020-05-21,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.46167,0.38792,full_february,DAY_OF_WEEK
2020-05-22,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.48134,0.33459,full_february,DAY_OF_WEEK
2020-05-23,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.47323,0.3918,full_february,DAY_OF_WEEK
2020-05-25,SLV,GADM,SLV.6.14_1,San Luis Talpa,-0.50477,0.368,full_february,DAY_OF_WEEK
