ds,country,polygon_source,polygon_id,polygon_name,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users,baseline_name,baseline_type
2020-08-17,SLV,GADM,SLV.10.1_1,Aguilares,-0.1757,0.29052,full_february,DAY_OF_WEEK
2020-08-18,SLV,GADM,SLV.10.1_1,Aguilares,-0.35564,0.3128,full_february,DAY_OF_WEEK
2020-08-19,SLV,GADM,SLV.10.1_1,Aguilares,-0.32171,0.3108,full_february,DAY_OF_WEEK
2020-08-20,SLV,GADM,SLV.10.1_1,Aguilares,-0.34516,0.30001,full_february,DAY_OF_WEEK
2020-08-21,SLV,GADM,SLV.10.1_1,Aguilares,-0.33851,0.29287,full_february,DAY_OF_WEEK
2020-08-22,SLV,GADM,SLV.10.1_1,Aguilares,-0.30977,0.2918,full_february,DAY_OF_WEEK
2020-08-23,SLV,GADM,SLV.10.1_1,Aguilares,-0.22728,0.31301,full_february,DAY_OF_WEEK
2020-08-24,SLV,GADM,SLV.10.1_1,Aguilares,-0.13806,0.30039,full_february,DAY_OF_WEEK
2020-08-25,SLV,GADM,SLV.10.1_1,Aguilares,-0.25889,0.304,full_february,DAY_OF_WEEK
2020-08-26,SLV,GADM,SLV.10.1_1,Aguilares,-0.23946,0.28894,full_february,DAY_OF_WEEK
2020-08-27,SLV,GADM,SLV.10.1_1,Aguilares,-0.27946,0.30423,full_february,DAY_OF_WEEK
2020-08-28,SLV,GADM,SLV.10.1_1,Aguilares,-0.21684,0.2737,full_february,DAY_OF_WEEK
2020-08-29,SLV,GADM,SLV.10.1_1,Aguilares,-0.18086,0.27257,full_february,DAY_OF_WEEK
2020-08-30,SLV,GADM,SLV.10.1_1,Aguilares,-0.16899,0.27686,full_february,DAY_OF_WEEK
2020-08-31,SLV,GADM,SLV.10.1_1,Aguilares,-0.1481,0.25179,full_february,DAY_OF_WEEK
2020-09-01,SLV,GADM,SLV.10.1_1,Aguilares,-0.27773,0.26393,full_february,DAY_OF_WEEK
2020-09-02,SLV,GADM,SLV.10.1_1,Aguilares,-0.24068,0.28249,full_february,DAY_OF_WEEK
2020-09-03,SLV,GADM,SLV.10.1_1,Aguilares,-0.18321,0.3209,full_february,DAY_OF_WEEK
2020-09-04,SLV,GADM,SLV.10.1_1,Aguilares,-0.14067,0.30037,full_february,DAY_OF_WEEK
2020-09-05,SLV,GADM,SLV.10.1_1,Aguilares,-0.14911,0.29809,full_february,DAY_OF_WEEK
2020-09-06,SLV,GADM,SLV.10.1_1,Aguilares,-0.16376,0.31006,full_february,DAY_OF_WEEK
2020-09-07,SLV,GADM,SLV.10.1_1,Aguilares,-0.08122,0.27767,full_february,DAY_OF_WEEK
2020-09-08,SLV,GADM,SLV.10.1_1,Aguilares,-0.2211,0.28055,full_february,DAY_OF_WEEK
2020-09-09,SLV,GADM,SLV.10.1_1,Aguilares,-0.24081,0.27673,full_february,DAY_OF_WEEK
2020-09-10,SLV,GADM,SLV.10.1_1,Aguilares,-0.16526,0.26212,full_february,DAY_OF_WEEK
2020-09-11,SLV,GADM,SLV.10.1_1,Aguilares,-0.23555,0.26069,full_february,DAY_OF_WEEK
2020-09-13,SLV,GADM,SLV.10.1_1,Aguilares,-0.31415,0.31856,full_february,DAY_OF_WEEK
2020-09-14,SLV,GADM,SLV.10.1_1,Aguilares,-0.11723,0.25619,full_february,DAY_OF_WEEK
2020-09-15,SLV,GADM,SLV.10.1_1,Aguilares,-0.34596,0.27702,full_february,DAY_OF_WEEK
2020-09-16,SLV,GADM,SLV.10.1_1,Aguilares,-0.15978,0.24151,full_february,DAY_OF_WEEK
2020-09-17,SLV,GADM,SLV.10.1_1,Aguilares,-0.11934,0.25363,full_february,DAY_OF_WEEK
2020-09-18,SLV,GADM,SLV.10.1_1,Aguilares,-0.17282,0.26464,full_february,DAY_OF_WEEK
2020-09-19,SLV,GADM,SLV.10.1_1,Aguilares,-0.12816,0.20995,full_february,DAY_OF_WEEK
2020-09-20,SLV,GADM,SLV.10.1_1,Aguilares,-0.09894,0.27257,full_february,DAY_OF_WEEK
2020-10-02,SLV,GADM,SLV.10.1_1,Aguilares,-0.18518,0.25168,full_february,DAY_OF_WEEK
2020-10-05,SLV,GADM,SLV.10.1_1,Aguilares,-0.11974,0.1912,full_february,DAY_OF_WEEK
2020-10-06,SLV,GADM,SLV.10.1_1,Aguilares,-0.15797,0.24647,full_february,DAY_OF_WEEK
2020-10-07,SLV,GADM,SLV.10.1_1,Aguilares,-0.19121,0.25519,full_february,DAY_OF_WEEK
2020-10-12,SLV,GADM,SLV.10.1_1,Aguilares,-0.07245,0.20534,full_february,DAY_OF_WEEK
2020-10-13,SLV,GADM,SLV.10.1_1,Aguilares,-0.24994,0.24085,full_february,DAY_OF_WEEK
2020-10-14,SLV,GADM,SLV.10.1_1,Aguilares,-0.28702,0.27397,full_february,DAY_OF_WEEK
2020-10-15,SLV,GADM,SLV.10.1_1,Aguilares,-0.15286,0.28778,full_february,DAY_OF_WEEK
2020-10-16,SLV,GADM,SLV.10.1_1,Aguilares,-0.06273,0.25027,full_february,DAY_OF_WEEK
2020-10-18,SLV,GADM,SLV.10.1_1,Aguilares,-0.0747,0.27331,full_february,DAY_OF_WEEK
2020-10-21,SLV,GADM,SLV.10.1_1,Aguilares,-0.25267,0.23947,full_february,DAY_OF_WEEK
2020-10-22,SLV,GADM,SLV.10.1_1,Aguilares,-0.05208,0.24806,full_february,DAY_OF_WEEK
2020-10-23,SLV,GADM,SLV.10.1_1,Aguilares,-0.12667,0.23096,full_february,DAY_OF_WEEK
2020-10-24,SLV,GADM,SLV.10.1_1,Aguilares,-0.12263,0.23451,full_february,DAY_OF_WEEK
2020-10-29,SLV,GADM,SLV.10.1_1,Aguilares,-0.08658,0.24644,full_february,DAY_OF_WEEK
2020-11-09,SLV,GADM,SLV.10.1_1,Aguilares,-0.01194,0.20115,full_february,DAY_OF_WEEK
2020-03-01,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.05087,0.2786,full_february,DAY_OF_WEEK
2020-03-02,SLV,GADM,SLV.10.20_1,Tonacatepeque,0.02673,0.1852,full_february,DAY_OF_WEEK
2020-03-03,SLV,GADM,SLV.10.20_1,Tonacatepeque,0.03833,0.1972,full_february,DAY_OF_WEEK
2020-03-04,SLV,GADM,SLV.10.20_1,Tonacatepeque,0.01923,0.19,full_february,DAY_OF_WEEK
2020-03-05,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.00468,0.19423,full_february,DAY_OF_WEEK
2020-03-06,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.01922,0.20497,full_february,DAY_OF_WEEK
2020-03-07,SLV,GADM,SLV.10.20_1,Tonacatepeque,0.00224,0.22108,full_february,DAY_OF_WEEK
2020-03-08,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.06831,0.27947,full_february,DAY_OF_WEEK
2020-03-09,SLV,GADM,SLV.10.20_1,Tonacatepeque,0.00666,0.184,full_february,DAY_OF_WEEK
2020-03-10,SLV,GADM,SLV.10.20_1,Tonacatepeque,0.00679,0.19874,full_february,DAY_OF_WEEK
2020-03-11,SLV,GADM,SLV.10.20_1,Tonacatepeque,0.03884,0.19286,full_february,DAY_OF_WEEK
2020-03-12,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.08076,0.23066,full_february,DAY_OF_WEEK
2020-03-13,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.14323,0.22256,full_february,DAY_OF_WEEK
2020-03-14,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.063,0.23975,full_february,DAY_OF_WEEK
2020-03-15,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.17395,0.29625,full_february,DAY_OF_WEEK
2020-03-16,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.13656,0.24236,full_february,DAY_OF_WEEK
2020-03-17,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.20978,0.27653,full_february,DAY_OF_WEEK
2020-03-18,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.23568,0.29939,full_february,DAY_OF_WEEK
2020-03-19,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.26027,0.32851,full_february,DAY_OF_WEEK
2020-03-20,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.41444,0.38764,full_february,DAY_OF_WEEK
2020-03-21,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.43339,0.40482,full_february,DAY_OF_WEEK
2020-03-22,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.64088,0.60812,full_february,DAY_OF_WEEK
2020-03-23,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.65309,0.55965,full_february,DAY_OF_WEEK
2020-03-24,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.67787,0.59103,full_february,DAY_OF_WEEK
2020-03-25,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.64881,0.5821,full_february,DAY_OF_WEEK
2020-03-26,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.65352,0.57544,full_february,DAY_OF_WEEK
2020-03-27,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.64133,0.56078,full_february,DAY_OF_WEEK
2020-03-28,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.65822,0.56555,full_february,DAY_OF_WEEK
2020-03-29,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.64472,0.60963,full_february,DAY_OF_WEEK
2020-03-30,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.57651,0.48572,full_february,DAY_OF_WEEK
2020-03-31,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.59888,0.52576,full_february,DAY_OF_WEEK
2020-04-01,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.60596,0.52289,full_february,DAY_OF_WEEK
2020-04-02,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.59818,0.53113,full_february,DAY_OF_WEEK
2020-04-03,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.62771,0.51709,full_february,DAY_OF_WEEK
2020-04-04,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.62845,0.55334,full_february,DAY_OF_WEEK
2020-04-05,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.63527,0.62991,full_february,DAY_OF_WEEK
2020-04-06,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.60955,0.53689,full_february,DAY_OF_WEEK
2020-04-07,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.66641,0.60088,full_february,DAY_OF_WEEK
2020-04-08,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.6629,0.59808,full_february,DAY_OF_WEEK
2020-04-09,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.71226,0.63113,full_february,DAY_OF_WEEK
2020-04-10,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.79356,0.69077,full_february,DAY_OF_WEEK
2020-04-11,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.74489,0.65605,full_february,DAY_OF_WEEK
2020-04-12,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.6815,0.67301,full_february,DAY_OF_WEEK
2020-04-13,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.64883,0.57696,full_february,DAY_OF_WEEK
2020-04-14,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.6376,0.56813,full_february,DAY_OF_WEEK
2020-04-15,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.60463,0.55279,full_february,DAY_OF_WEEK
2020-04-16,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.60668,0.55288,full_february,DAY_OF_WEEK
2020-04-17,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.6215,0.54378,full_february,DAY_OF_WEEK
2020-04-18,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.63886,0.55748,full_february,DAY_OF_WEEK
2020-04-19,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.6553,0.63658,full_february,DAY_OF_WEEK
2020-04-20,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.60444,0.55055,full_february,DAY_OF_WEEK
2020-04-21,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.60211,0.5513,full_february,DAY_OF_WEEK
2020-04-22,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.58426,0.53937,full_february,DAY_OF_WEEK
2020-04-23,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.58083,0.55193,full_february,DAY_OF_WEEK
2020-04-24,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.60064,0.52638,full_february,DAY_OF_WEEK
2020-04-25,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.61412,0.56347,full_february,DAY_OF_WEEK
2020-04-26,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.62339,0.62128,full_february,DAY_OF_WEEK
2020-04-27,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.55876,0.50977,full_february,DAY_OF_WEEK
2020-04-28,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.5632,0.52355,full_february,DAY_OF_WEEK
2020-04-29,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.54637,0.51008,full_february,DAY_OF_WEEK
2020-04-30,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.51575,0.49819,full_february,DAY_OF_WEEK
2020-05-01,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.69604,0.56729,full_february,DAY_OF_WEEK
2020-05-02,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.57495,0.51196,full_february,DAY_OF_WEEK
2020-05-03,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.59931,0.59513,full_february,DAY_OF_WEEK
2020-05-04,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.53301,0.48912,full_february,DAY_OF_WEEK
2020-05-05,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.5226,0.49787,full_february,DAY_OF_WEEK
2020-05-06,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.5241,0.49137,full_february,DAY_OF_WEEK
2020-05-07,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.66265,0.62202,full_february,DAY_OF_WEEK
2020-05-08,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.68146,0.6164,full_february,DAY_OF_WEEK
2020-05-09,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.67864,0.64035,full_february,DAY_OF_WEEK
2020-05-10,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.63185,0.62657,full_february,DAY_OF_WEEK
2020-05-11,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.6349,0.59205,full_february,DAY_OF_WEEK
2020-05-12,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.62677,0.58573,full_february,DAY_OF_WEEK
2020-05-13,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.60973,0.5738,full_february,DAY_OF_WEEK
2020-05-14,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.59029,0.57054,full_february,DAY_OF_WEEK
2020-05-15,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.60929,0.55244,full_february,DAY_OF_WEEK
2020-05-16,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.64026,0.59551,full_february,DAY_OF_WEEK
2020-05-17,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.61503,0.63359,full_february,DAY_OF_WEEK
2020-05-18,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.59231,0.56295,full_february,DAY_OF_WEEK
2020-05-19,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.58262,0.55815,full_february,DAY_OF_WEEK
2020-05-20,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.59658,0.57209,full_february,DAY_OF_WEEK
2020-05-21,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.59829,0.56961,full_february,DAY_OF_WEEK
2020-05-22,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.60631,0.55688,full_february,DAY_OF_WEEK
2020-05-23,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.59125,0.56431,full_february,DAY_OF_WEEK
2020-05-24,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.62449,0.63017,full_february,DAY_OF_WEEK
2020-05-25,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.5675,0.53717,full_february,DAY_OF_WEEK
2020-05-26,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.57134,0.53583,full_february,DAY_OF_WEEK
2020-05-27,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.52312,0.53371,full_february,DAY_OF_WEEK
2020-05-28,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.55071,0.55273,full_february,DAY_OF_WEEK
2020-05-29,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.56608,0.53938,full_february,DAY_OF_WEEK
2020-05-30,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.5776,0.57388,full_february,DAY_OF_WEEK
2020-05-31,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.63333,0.6475,full_february,DAY_OF_WEEK
2020-06-01,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.60534,0.58831,full_february,DAY_OF_WEEK
2020-06-02,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.55378,0.55011,full_february,DAY_OF_WEEK
2020-06-03,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.50036,0.53198,full_february,DAY_OF_WEEK
2020-06-04,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.5362,0.54965,full_february,DAY_OF_WEEK
2020-06-05,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.53725,0.54182,full_february,DAY_OF_WEEK
2020-06-06,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.56981,0.55016,full_february,DAY_OF_WEEK
2020-06-07,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.56093,0.56914,full_february,DAY_OF_WEEK
2020-06-08,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.47433,0.47851,full_february,DAY_OF_WEEK
2020-06-09,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.51136,0.50332,full_february,DAY_OF_WEEK
2020-06-10,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.47291,0.49688,full_february,DAY_OF_WEEK
2020-06-11,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.45413,0.48701,full_february,DAY_OF_WEEK
2020-06-12,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.48988,0.48117,full_february,DAY_OF_WEEK
2020-06-13,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.51756,0.50485,full_february,DAY_OF_WEEK
2020-06-14,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.53697,0.5446,full_february,DAY_OF_WEEK
2020-06-15,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.40731,0.45342,full_february,DAY_OF_WEEK
2020-06-16,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.33223,0.43495,full_february,DAY_OF_WEEK
2020-06-17,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.50791,0.45113,full_february,DAY_OF_WEEK
2020-06-18,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.3438,0.43729,full_february,DAY_OF_WEEK
2020-06-19,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.36501,0.42235,full_february,DAY_OF_WEEK
2020-06-20,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.40882,0.44658,full_february,DAY_OF_WEEK
2020-06-21,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.4267,0.51311,full_february,DAY_OF_WEEK
2020-06-22,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.32031,0.42005,full_february,DAY_OF_WEEK
2020-06-23,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.35995,0.45309,full_february,DAY_OF_WEEK
2020-06-24,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.37122,0.44757,full_february,DAY_OF_WEEK
2020-06-25,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.34872,0.43884,full_february,DAY_OF_WEEK
2020-06-26,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.39594,0.42801,full_february,DAY_OF_WEEK
2020-06-27,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.38714,0.44563,full_february,DAY_OF_WEEK
2020-06-28,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.46142,0.51273,full_february,DAY_OF_WEEK
2020-06-29,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.32715,0.41326,full_february,DAY_OF_WEEK
2020-06-30,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.33853,0.41228,full_february,DAY_OF_WEEK
2020-07-01,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.33221,0.40782,full_february,DAY_OF_WEEK
2020-07-02,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.33938,0.41764,full_february,DAY_OF_WEEK
2020-07-03,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.38524,0.42681,full_february,DAY_OF_WEEK
2020-07-04,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.36827,0.44255,full_february,DAY_OF_WEEK
2020-07-05,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.48351,0.50072,full_february,DAY_OF_WEEK
2020-07-06,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.34456,0.40674,full_february,DAY_OF_WEEK
2020-07-07,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.32949,0.42607,full_february,DAY_OF_WEEK
2020-07-08,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.37814,0.43454,full_february,DAY_OF_WEEK
2020-07-09,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.38817,0.45594,full_february,DAY_OF_WEEK
2020-07-10,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.37844,0.4545,full_february,DAY_OF_WEEK
2020-07-11,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.42856,0.44562,full_february,DAY_OF_WEEK
2020-07-12,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.43788,0.49363,full_february,DAY_OF_WEEK
2020-07-13,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.31169,0.41043,full_february,DAY_OF_WEEK
2020-07-14,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.34898,0.4254,full_february,DAY_OF_WEEK
2020-07-15,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.33078,0.43006,full_february,DAY_OF_WEEK
2020-07-16,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.34365,0.41101,full_february,DAY_OF_WEEK
2020-07-17,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.33985,0.40686,full_february,DAY_OF_WEEK
2020-07-18,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.37741,0.4108,full_february,DAY_OF_WEEK
2020-07-19,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.41765,0.48722,full_february,DAY_OF_WEEK
2020-07-20,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.31508,0.40236,full_february,DAY_OF_WEEK
2020-07-21,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.36489,0.41924,full_february,DAY_OF_WEEK
2020-07-22,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.3154,0.4096,full_february,DAY_OF_WEEK
2020-07-23,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.31348,0.41368,full_february,DAY_OF_WEEK
2020-07-24,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.35625,0.40007,full_february,DAY_OF_WEEK
2020-07-25,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.35389,0.40149,full_february,DAY_OF_WEEK
2020-07-26,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.42451,0.48602,full_february,DAY_OF_WEEK
2020-07-27,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.2822,0.37825,full_february,DAY_OF_WEEK
2020-07-28,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.33928,0.41188,full_february,DAY_OF_WEEK
2020-07-29,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.31857,0.40029,full_february,DAY_OF_WEEK
2020-07-30,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.30695,0.39931,full_february,DAY_OF_WEEK
2020-07-31,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.28147,0.38593,full_february,DAY_OF_WEEK
2020-08-01,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.21587,0.37686,full_february,DAY_OF_WEEK
2020-08-02,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.33851,0.43937,full_february,DAY_OF_WEEK
2020-08-03,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.33108,0.37988,full_february,DAY_OF_WEEK
2020-08-04,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.36527,0.38496,full_february,DAY_OF_WEEK
2020-08-05,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.45334,0.43472,full_february,DAY_OF_WEEK
2020-08-06,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.53513,0.47549,full_february,DAY_OF_WEEK
2020-08-07,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.38671,0.40131,full_february,DAY_OF_WEEK
2020-08-08,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.37598,0.42094,full_february,DAY_OF_WEEK
2020-08-09,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.37263,0.46444,full_february,DAY_OF_WEEK
2020-08-10,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.23682,0.38395,full_february,DAY_OF_WEEK
2020-08-11,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.25922,0.36574,full_february,DAY_OF_WEEK
2020-08-12,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.25662,0.38997,full_february,DAY_OF_WEEK
2020-08-13,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.29402,0.38925,full_february,DAY_OF_WEEK
2020-08-14,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.25804,0.39323,full_february,DAY_OF_WEEK
2020-08-15,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.29369,0.38107,full_february,DAY_OF_WEEK
2020-08-16,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.34296,0.45143,full_february,DAY_OF_WEEK
2020-08-17,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.22108,0.36742,full_february,DAY_OF_WEEK
2020-08-18,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.23111,0.38321,full_february,DAY_OF_WEEK
2020-08-19,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.20814,0.39002,full_february,DAY_OF_WEEK
2020-08-20,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.2333,0.39288,full_february,DAY_OF_WEEK
2020-08-21,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.25495,0.38267,full_february,DAY_OF_WEEK
2020-08-22,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.28908,0.39037,full_february,DAY_OF_WEEK
2020-08-23,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.39621,0.44405,full_february,DAY_OF_WEEK
2020-08-24,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.20389,0.34329,full_february,DAY_OF_WEEK
2020-08-25,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.23116,0.34375,full_february,DAY_OF_WEEK
2020-08-26,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.21147,0.34568,full_february,DAY_OF_WEEK
2020-08-27,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.20366,0.35146,full_february,DAY_OF_WEEK
2020-08-28,SLV,GADM,SLV.10.20_1,Tonacatepeque,-0.21383,0.30437,full_february,DAY_OF_WEEK
